STREET NAME ID,STREET NAME,STREET FULL NAME,POSTAL COMMUNITY,MUNICIPAL COMMUNITY
661,BRECKENRIDGE,BRECKENRIDGE AVE,BATON ROUGE,BATON ROUGE
662,BRECKENRIDGE,BRECKENRIDGE DR,BAKER,BAKER
663,BREEDEN,BREEDEN DR,BATON ROUGE,PARISH
664,BREMAN,BREMAN DR,BATON ROUGE,PARISH
665,BRENT,BRENT AVE,CENTRAL,CENTRAL
666,BRENT,BRENT CT,BATON ROUGE,BATON ROUGE
667,BRENTWOOD,BRENTWOOD DR,BATON ROUGE,"BATON ROUGE,PARISH"
668,BRETON,BRETON BLVD,BATON ROUGE,PARISH
669,BRETON,BRETON DR,BATON ROUGE,PARISH
67,73RD,73RD AVE,BATON ROUGE,BATON ROUGE
670,BRETSHIRE,BRETSHIRE DR,CENTRAL,CENTRAL
671,BRETT,BRETT PL,CENTRAL,CENTRAL
672,BRIAN CHAD,BRIAN CHAD AVE,ZACHARY,PARISH
673,BRIAN,BRIAN RD,ZACHARY,"PARISH,ZACHARY"
675,BRIAR HOLLOW,BRIAR HOLLOW AVE,BATON ROUGE,PARISH
676,BRIAR OAK,BRIAR OAK DR,BATON ROUGE,PARISH
677,BRIARBEND,BRIARBEND AVE,BATON ROUGE,PARISH
678,BRIARGROVE,BRIARGROVE AVE,BATON ROUGE,PARISH
679,BRIARHAVEN,BRIARHAVEN DR,BATON ROUGE,PARISH
68,74TH,74TH AVE,BATON ROUGE,BATON ROUGE
680,BRIARHURST,BRIARHURST DR,BATON ROUGE,PARISH
681,BRIARLAKE,BRIARLAKE AVE,BATON ROUGE,PARISH
683,BRIARPLACE,BRIARPLACE DR,BATON ROUGE,PARISH
684,BRIARRIDGE,BRIARRIDGE DR,BATON ROUGE,PARISH
685,BRIARROSE,BRIARROSE DR,BATON ROUGE,PARISH
687,BRIARTRAIL,BRIARTRAIL DR,BATON ROUGE,PARISH
688,BRIARWOOD,BRIARWOOD PL,BATON ROUGE,PARISH
689,BRICE,BRICE ST,BATON ROUGE,BATON ROUGE
69,75TH,75TH AVE,BATON ROUGE,BATON ROUGE
690,BRICKLIN,BRICKLIN DR,BATON ROUGE,PARISH
691,BRICKSOME,BRICKSOME AVE,BATON ROUGE,BATON ROUGE
692,BRICKSOME,W BRICKSOME AVE,BATON ROUGE,BATON ROUGE
693,BRICKYARD,BRICKYARD LN,BATON ROUGE,BATON ROUGE
695,BRIDGEPORT,BRIDGEPORT DR,GREENWELL SPRINGS,CENTRAL
697,BRIDLEWOOD,BRIDLEWOOD DR,GREENWELL SPRINGS,CENTRAL
698,BRIERWOOD,BRIERWOOD DR,BATON ROUGE,BATON ROUGE
699,BRIGADIER GENERAL ISAAC SMITH,BRIGADIER GENERAL ISAAC SMITH AVE,BATON ROUGE,BATON ROUGE
7,10TH,N 10TH ST,BATON ROUGE,BATON ROUGE
70,76TH,76TH AVE,BATON ROUGE,BATON ROUGE
700,BRIGHTON,BRIGHTON AVE,CENTRAL,CENTRAL
701,BRIGHTSIDE,BRIGHTSIDE DR,BATON ROUGE,BATON ROUGE
702,BRIGHTSIDE VIEW,BRIGHTSIDE VIEW DR,BATON ROUGE,BATON ROUGE
703,BRIGHTSIDE VIEW,S BRIGHTSIDE VIEW DR,BATON ROUGE,BATON ROUGE
4626,STANLEY AUBIN,STANLEY AUBIN LN,BATON ROUGE,"BATON ROUGE,PARISH"
4654,STEVENDALE,S STEVENDALE RD,BATON ROUGE,"BATON ROUGE,PARISH"
704,BRIGHT VIEW,BRIGHT VIEW CT,BATON ROUGE,PARISH
705,BRILLOCK,BRILLOCK AVE,CENTRAL,CENTRAL
706,BRINGHURST,BRINGHURST AVE,BATON ROUGE,PARISH
707,BRINWOOD,BRINWOOD AVE,BATON ROUGE,BATON ROUGE
709,BRISTLE CONE,BRISTLE CONE DR,GREENWELL SPRINGS,CENTRAL
71,77TH,77TH AVE,BATON ROUGE,BATON ROUGE
710,BRISTLE CONE,N BRISTLE CONE CT,GREENWELL SPRINGS,CENTRAL
711,BRISTLE CONE,S BRISTLE CONE CT,GREENWELL SPRINGS,CENTRAL
712,BRISTOE,BRISTOE AVE,BATON ROUGE,"BATON ROUGE,PARISH"
714,BRISTOL,BRISTOL AVE,BATON ROUGE,BATON ROUGE
715,BRITAIN,BRITAIN AVE,BATON ROUGE,PARISH
716,BRITTNEY RENEE',BRITTNEY RENEE' DR,ZACHARY,PARISH
717,BRITTANY,BRITTANY DR,BATON ROUGE,BATON ROUGE
718,BRITTMORE,BRITTMORE AVE,BATON ROUGE,PARISH
719,BROAD,BROAD AVE,BATON ROUGE,PARISH
72,78TH,78TH AVE,BATON ROUGE,BATON ROUGE
720,BROAD,BROAD CT,BATON ROUGE,PARISH
721,BROADMOOR,BROADMOOR AVE,BATON ROUGE,BATON ROUGE
722,BROADMOOR,N BROADMOOR CIR,BATON ROUGE,BATON ROUGE
723,BROADMOOR,BROADMOOR CIR,BATON ROUGE,BATON ROUGE
724,BROADMOOR,BROADMOOR CT,BATON ROUGE,BATON ROUGE
725,BROADWAY,BROADWAY ST,BATON ROUGE,BATON ROUGE
726,BROCADE,BROCADE DR,BATON ROUGE,BATON ROUGE
727,BROCATO,BROCATO AVE,BATON ROUGE,BATON ROUGE
728,BROCK,BROCK PL E,BATON ROUGE,BATON ROUGE
729,BROCK,BROCK PL S,BATON ROUGE,BATON ROUGE
73,79TH,79TH AVE,BATON ROUGE,BATON ROUGE
730,BROCK,BROCK PL W,BATON ROUGE,BATON ROUGE
731,BROGDON,BROGDON LN,BATON ROUGE,"BATON ROUGE,PARISH"
732,BROKER,BROKER AVE,BATON ROUGE,PARISH
733,BROMLEY,BROMLEY DR,BATON ROUGE,BATON ROUGE
734,BRONCO,BRONCO AVE,CENTRAL,CENTRAL
735,BRONZEBUSH,BRONZEBUSH AVE,BATON ROUGE,BATON ROUGE
736,BROOKCREST,BROOKCREST AVE,BATON ROUGE,PARISH
737,BROOKFIELD,BROOKFIELD AVE,BATON ROUGE,PARISH
738,BROOKHAVEN,BROOKHAVEN DR,BATON ROUGE,BATON ROUGE
739,BROOKHOLLOW,BROOKHOLLOW DR,BATON ROUGE,PARISH
740,BROOKLAWN,BROOKLAWN DR,"BATON ROUGE,ZACHARY",PARISH
741,BROOKLINE,BROOKLINE AVE,BATON ROUGE,BATON ROUGE
742,BROOKS,BROOKS AVE,BATON ROUGE,BATON ROUGE
743,BROOKSHIRE,BROOKSHIRE AVE,BATON ROUGE,BATON ROUGE
744,BROOKSIDE,E BROOKSIDE DR,CENTRAL,CENTRAL
745,BROOKSIDE,W BROOKSIDE DR,CENTRAL,CENTRAL
746,BROOKSTOWN,E BROOKSTOWN DR,BATON ROUGE,BATON ROUGE
747,BROOKSTOWN,W BROOKSTOWN DR,BATON ROUGE,BATON ROUGE
748,BROOKWOOD,BROOKWOOD DR,BATON ROUGE,BATON ROUGE
749,BROUSSARD,BROUSSARD ST,BATON ROUGE,BATON ROUGE
750,BROWN,BROWN RD,BAKER,CENTRAL
751,BROWNFIELDS,BROWNFIELDS DR,BATON ROUGE,PARISH
752,BROWNING,BROWNING DR,BATON ROUGE,BATON ROUGE
753,BROWNING,BROWNING RD,ZACHARY,CENTRAL
754,BROWNLEE,BROWNLEE ST,BATON ROUGE,BATON ROUGE
756,BROWNWAY,BROWNWAY LN,BATON ROUGE,PARISH
757,BRUCE,BRUCE ALY,BATON ROUGE,BATON ROUGE
758,BRUNSWICK,BRUNSWICK AVE,BATON ROUGE,PARISH
759,BRUTUS,BRUTUS DR,BATON ROUGE,PARISH
76,ABEL,ABEL ST,BATON ROUGE,BATON ROUGE
760,BRYAN'S CROSSING,BRYAN'S CROSSING AVE,BATON ROUGE,PARISH
761,BRYANT,BRYANT DR,BATON ROUGE,PARISH
762,BRYCE CANYON,BRYCE CANYON DR,GREENWELL SPRINGS,CENTRAL
763,BRYCE CANYON,BRYCE CANYON DR S,GREENWELL SPRINGS,CENTRAL
764,BUCCANEER,BUCCANEER AVE,BATON ROUGE,PARISH
765,BUCHANAN,BUCHANAN ST,BAKER,BAKER
766,BUCHANAN,E BUCHANAN ST,BATON ROUGE,BATON ROUGE
767,BUCHANAN,W BUCHANAN ST,BATON ROUGE,BATON ROUGE
768,BUCK HORN,BUCK HORN DR,ZACHARY,PARISH
769,BUCKEYE,BUCKEYE DR,BATON ROUGE,BATON ROUGE
77,ABELIA,ABELIA CT,BATON ROUGE,BATON ROUGE
5778,MAISON DEVILLE,MAISON DEVILLE AVE,BATON ROUGE,PARISH
770,BUCKINGHAM,BUCKINGHAM AVE,BATON ROUGE,BATON ROUGE
771,BUCKLEY,BUCKLEY AVE,BATON ROUGE,BATON ROUGE
772,BUCKNER,BUCKNER DR,GREENWELL SPRINGS,CENTRAL
16585,CHAPEL HILL ROW,CHAPEL HILL ROW,ZACHARY,ZACHARY
6044,PECAN HILL,PECAN HILL DR,ZACHARY,"PARISH,ZACHARY"
773,BUENA VISTA,BUENA VISTA DR,BATON ROUGE,BATON ROUGE
774,BUFFALO HOLLOW,BUFFALO HOLLOW CT,ZACHARY,ZACHARY
775,BUFFET,BUFFET AVE,BAKER,BAKER
776,BUFFWOOD,BUFFWOOD DR,BAKER,BAKER
1000003,PRIVATE ALLEY,PRIVATE ALLEY,BATON ROUGE,PARISH
777,BUFFWOOD,E BUFFWOOD DR,BAKER,BAKER
778,BUFFWOOD,W BUFFWOOD DR,BAKER,BAKER
779,BUHLER,BUHLER DR,BATON ROUGE,PARISH
1000004,PRIVATE ALLEY,PRIVATE ALLEY,BATON ROUGE,PARISH
1000005,PRIVATE ALLEY,PRIVATE ALLEY,BATON ROUGE,PARISH
78,ABELIA,ABELIA DR,BATON ROUGE,BATON ROUGE
1000006,PRIVATE ALLEY,PRIVATE ALLEY,BATON ROUGE,PARISH
780,BULL RUN,BULL RUN DR,BATON ROUGE,PARISH
781,BULLRUSH,BULLRUSH DR,BATON ROUGE,PARISH
782,BUNCH,BUNCH AVE,ZACHARY,CENTRAL
783,BUNGALOW,BUNGALOW LN,BATON ROUGE,BATON ROUGE
784,BUNKER HILL,BUNKER HILL DR,BATON ROUGE,BATON ROUGE
785,BUNTING,BUNTING DR,BATON ROUGE,PARISH
786,BURBANK,BURBANK DR,BATON ROUGE,"BATON ROUGE,PARISH"
787,BURDEN,BURDEN LN,BATON ROUGE,BATON ROUGE
788,BURGESS,BURGESS DR,BAKER,BAKER
789,BURGESS,S BURGESS DR,BATON ROUGE,BATON ROUGE
79,ABERDEEN,ABERDEEN AVE,BATON ROUGE,BATON ROUGE
790,BURGESS,BURGESS PL,BATON ROUGE,BATON ROUGE
791,BURGIN,BURGIN AVE,BATON ROUGE,BATON ROUGE
792,BURGUNDY,BURGUNDY AVE,BATON ROUGE,BATON ROUGE
793,BURKS,BURKS AVE,GREENWELL SPRINGS,CENTRAL
794,BURLINGTON,BURLINGTON AVE,PRIDE,CENTRAL
795,BURNHAM,BURNHAM DR,BATON ROUGE,BATON ROUGE
796,BURNHAM,BURNHAM WAY,GREENWELL SPRINGS,CENTRAL
798,BURNT OAK,BURNT OAK AVE,BATON ROUGE,PARISH
799,BURAS,BURAS AVE,BAKER,BAKER
8,10TH,S 10TH ST,BATON ROUGE,BATON ROUGE
80,ABINGTON,ABINGTON AVE,BATON ROUGE,PARISH
802,BURT,BURT ST,BATON ROUGE,BATON ROUGE
803,BURTCLIFF,BURTCLIFF DR,CENTRAL,CENTRAL
804,BURTON,BURTON AVE,BATON ROUGE,BATON ROUGE
807,BUTTER CREEK,BUTTER CREEK LN,BATON ROUGE,PARISH
808,BUTTERCUP,BUTTERCUP DR,BATON ROUGE,PARISH
809,BUTTERNUT,BUTTERNUT CT,BATON ROUGE,PARISH
81,ABRAHAM,ABRAHAM DR,BATON ROUGE,PARISH
810,BUTTONWOOD,BUTTONWOOD DR,BATON ROUGE,PARISH
812,BUZBEE,BUZBEE DR,BATON ROUGE,PARISH
813,BYNUM,BYNUM AVE,BATON ROUGE,BATON ROUGE
814,BYRD,BYRD DR,BATON ROUGE,BATON ROUGE
815,BYRON,BYRON ST,BATON ROUGE,BATON ROUGE
816,BYWATER,BYWATER RD,BATON ROUGE,PARISH
817,BYWOOD,BYWOOD AVE,BATON ROUGE,BATON ROUGE
818,C.E. WOOLMAN,C.E. WOOLMAN DR,BATON ROUGE,BATON ROUGE
819,C. R. K.,C. R. K. DR,BATON ROUGE,PARISH
82,ABSHIRE,ABSHIRE AVE,BATON ROUGE,PARISH
820,CABLE,CABLE ST,BATON ROUGE,BATON ROUGE
821,CABOT,CABOT AVE,BATON ROUGE,PARISH
822,CADDO,CADDO ST,BATON ROUGE,BATON ROUGE
823,CADILLAC,CADILLAC ST,BATON ROUGE,BATON ROUGE
824,CADIZ,CADIZ DR,BAKER,BAKER
825,CAESAR,CAESAR AVE,BATON ROUGE,PARISH
826,CAGE,CAGE ST,ZACHARY,ZACHARY
827,CAGLE,CAGLE AVE,BATON ROUGE,PARISH
828,CAIN,CAIN ST,BATON ROUGE,BATON ROUGE
829,CAL,CAL RD,BATON ROUGE,PARISH
83,ABUNDANCE,ABUNDANCE DR,GREENWELL SPRINGS,CENTRAL
830,CALANNE,CALANNE AVE,BATON ROUGE,BATON ROUGE
831,CALCASIEU,CALCASIEU AVE,CENTRAL,CENTRAL
832,CALIFORNIA,CALIFORNIA ST,BATON ROUGE,BATON ROUGE
833,CALION,CALION DR,BATON ROUGE,PARISH
834,CALLAHAN,CALLAHAN ST,BATON ROUGE,BATON ROUGE
835,CALUMET,CALUMET ST,BATON ROUGE,BATON ROUGE
836,CAMBRIDGE,CAMBRIDGE ST,BATON ROUGE,BATON ROUGE
837,CAMDEN,CAMDEN ST,BATON ROUGE,PARISH
838,CAMELLIA,CAMELLIA AVE,BATON ROUGE,BATON ROUGE
839,CAMELIA,CAMELIA ST,ZACHARY,ZACHARY
84,ACACIA,ACACIA ST,BATON ROUGE,PARISH
840,CAMELOT,CAMELOT AVE,BATON ROUGE,BATON ROUGE
841,CAMEO,CAMEO CT,BATON ROUGE,BATON ROUGE
842,CAMERON,CAMERON AVE,BATON ROUGE,BATON ROUGE
843,CAMMY,CAMMY AVE,BATON ROUGE,BATON ROUGE
846,CAMPHOR,CAMPHOR DR,BATON ROUGE,BATON ROUGE
847,CAMPUS,E CAMPUS DR,BATON ROUGE,BATON ROUGE
848,CAMPUS,S CAMPUS DR,BATON ROUGE,BATON ROUGE
85,ACADIA,ACADIA ST,BATON ROUGE,BATON ROUGE
850,CAMPUS LAKE,CAMPUS LAKE LN,BATON ROUGE,BATON ROUGE
17067,DELANEY,DELANEY DR,GREENWELL SPRINGS,CENTRAL
17068,KETTERING,KETTERING DR,GREENWELL SPRINGS,CENTRAL
17069,BALD CYPRESS,BALD CYPRESS DR,BATON ROUGE,BATON ROUGE
17070,OLE MILLSTEAD,OLE MILLSTEAD CT,BATON ROUGE,BATON ROUGE
17071,SONOMA,SONOMA CT,BATON ROUGE,BATON ROUGE
17072,OLDE OAKS,OLDE OAKS DR,ZACHARY,ZACHARY
17073,MARLSTONE,MARLSTONE DR,BATON ROUGE,BATON ROUGE
1094,CHIPPEWA,CHIPPEWA ST,BATON ROUGE,BATON ROUGE
851,CANADA,CANADA ST,BATON ROUGE,BATON ROUGE
852,CANAL,CANAL ST,BATON ROUGE,BATON ROUGE
853,CANDACE,CANDACE DR,BATON ROUGE,BATON ROUGE
854,CANDLETREE,CANDLETREE AVE,BAKER,CENTRAL
855,CANDLEWOOD,CANDLEWOOD AVE,BATON ROUGE,PARISH
856,CANEBRAKE,CANEBRAKE DR,BATON ROUGE,PARISH
857,CANNON,CANNON ST,BATON ROUGE,BATON ROUGE
858,CANONICUS,CANONICUS ST,BATON ROUGE,BATON ROUGE
859,CANOSA,CANOSA CT,BATON ROUGE,PARISH
86,ACADIAN,N ACADIAN THWY,BATON ROUGE,BATON ROUGE
860,CANTER,CANTER CT,GREENWELL SPRINGS,CENTRAL
16473,CREEK BEND,CREEK BEND AVE,BATON ROUGE,BATON ROUGE
861,CANTERBURY,CANTERBURY DR,BATON ROUGE,PARISH
862,CANTERDALE,CANTERDALE AVE,BATON ROUGE,PARISH
863,CANTIGNY,CANTIGNY AVE,ZACHARY,CENTRAL
864,CANYONLAND,CANYONLAND DR,BATON ROUGE,BATON ROUGE
865,CAPE HART,CAPE HART CT,BATON ROUGE,PARISH
866,CAPE HATTERAS,CAPE HATTERAS DR,BATON ROUGE,BATON ROUGE
867,CAPISTRA,CAPISTRA DR,BATON ROUGE,PARISH
868,CAPITAL,CAPITAL CT,BATON ROUGE,PARISH
869,CAPITAL HEIGHTS,CAPITAL HEIGHTS AVE,BATON ROUGE,BATON ROUGE
87,ACADIAN,N ACADIAN THWY E,BATON ROUGE,BATON ROUGE
16539,DONNIE,S DONNIE ST,ZACHARY,ZACHARY
870,CAPITOL ACCESS,CAPITOL ACCESS RD,BATON ROUGE,BATON ROUGE
871,CAPITOL LAKE,CAPITOL LAKE DR,BATON ROUGE,BATON ROUGE
872,CAPRI,CAPRI DR,BATON ROUGE,BATON ROUGE
873,CAPRICE,E CAPRICE AVE,BATON ROUGE,PARISH
874,CAPRICE,CAPRICE DR,BATON ROUGE,PARISH
875,CAPTAIN BAUGH,CAPTAIN BAUGH DR,CENTRAL,CENTRAL
876,CARAVEL,CARAVEL CT,BAKER,PARISH
877,CARDEZA,CARDEZA AVE,BATON ROUGE,BATON ROUGE
878,CARDIFF,CARDIFF AVE,BATON ROUGE,BATON ROUGE
879,CARDIGAN,CARDIGAN AVE,BATON ROUGE,PARISH
88,ACADIAN,N ACADIAN THWY W,BATON ROUGE,BATON ROUGE
880,CARDINAL,CARDINAL ST,BATON ROUGE,BATON ROUGE
882,CAREY,CAREY RD,BAKER,CENTRAL
884,CARIBOU,CARIBOU CT,BATON ROUGE,BATON ROUGE
886,CARL,CARL AVE,BATON ROUGE,BATON ROUGE
887,CARLENE,CARLENE AVE,BATON ROUGE,PARISH
888,CARLETON,CARLETON DR,BATON ROUGE,BATON ROUGE
889,CARLISLE,CARLISLE AVE,BATON ROUGE,PARISH
89,ACADIAN,S ACADIAN THWY,BATON ROUGE,BATON ROUGE
890,CARLOS,CARLOS DR,BATON ROUGE,BATON ROUGE
891,CARLOTTA,CARLOTTA ST,BATON ROUGE,BATON ROUGE
892,CARLSBAD,CARLSBAD DR,BATON ROUGE,BATON ROUGE
894,CARMEL,E CARMEL CT,CENTRAL,CENTRAL
895,CARMEL,W CARMEL CT,CENTRAL,CENTRAL
896,CARMEL,CARMEL DR,CENTRAL,CENTRAL
897,CARMEN,CARMEN DR,BATON ROUGE,BATON ROUGE
899,CARNEY,CARNEY RD,ZACHARY,PARISH
9,11TH,N 11TH ST,BATON ROUGE,BATON ROUGE
1699,ESSEN,ESSEN LN,BATON ROUGE,BATON ROUGE
90,ACCARDO,ACCARDO ST,BATON ROUGE,BATON ROUGE
900,CARNIFIX,CARNIFIX CT,BATON ROUGE,PARISH
901,CARNFORTH,CARNFORTH DR,BATON ROUGE,PARISH
902,CARNOUSTE,CARNOUSTE DR,BATON ROUGE,PARISH
903,CAROL,CAROL DR,BATON ROUGE,BATON ROUGE
904,CAROL MARIE,CAROL MARIE DR,BATON ROUGE,BATON ROUGE
905,CAROLINA,CAROLINA ST,BATON ROUGE,BATON ROUGE
906,CAROLJACK,CAROLJACK DR,BATON ROUGE,PARISH
908,CAROLYN,CAROLYN DR,BAKER,BAKER
16994,ARDENNES,ARDENNES DR,BATON ROUGE,PARISH
91,ACHORD,N ACHORD RD,BATON ROUGE,PARISH
910,CAROLYN SUE,CAROLYN SUE DR,BATON ROUGE,BATON ROUGE
912,CARPENTER,CARPENTER RD,ZACHARY,ZACHARY
913,CARR,CARR ALY,BATON ROUGE,BATON ROUGE
914,CARRIAGE HOUSE,E CARRIAGE HOUSE DR,BATON ROUGE,BATON ROUGE
915,CARRIAGE HOUSE,N CARRIAGE HOUSE AVE,BATON ROUGE,BATON ROUGE
916,CARRIAGE HOUSE,W CARRIAGE HOUSE DR,BATON ROUGE,BATON ROUGE
917,CARRIAGE,CARRIAGE WAY,BATON ROUGE,BATON ROUGE
918,CARRINGTON PLACE,CARRINGTON PLACE AVE,BATON ROUGE,PARISH
92,ACHORD,E ACHORD RD,BATON ROUGE,PARISH
16995,PERCHERON,PERCHERON AVE,BATON ROUGE,PARISH
920,CARROLLTON,N CARROLLTON AVE,BATON ROUGE,BATON ROUGE
921,CARROLLTON,S CARROLLTON AVE,BATON ROUGE,BATON ROUGE
922,CARSON,CARSON DR,BATON ROUGE,BATON ROUGE
923,CARSON,CARSON RD,PRIDE,PARISH
924,CARTER,CARTER AVE,BATON ROUGE,BATON ROUGE
925,CARVER,CARVER ST,BATON ROUGE,BATON ROUGE
926,CASA GRANDE,CASA GRANDE DR,BATON ROUGE,BATON ROUGE
927,CASA LOMA,CASA LOMA DR,BATON ROUGE,BATON ROUGE
928,CASCADES,CASCADES AVE,BATON ROUGE,PARISH
929,CASHEL,CASHEL AVE,BATON ROUGE,BATON ROUGE
16996,BOULONNAIS,BOULONNAIS AVE,BATON ROUGE,PARISH
93,ACHORD,W ACHORD RD,BATON ROUGE,PARISH
930,CASPER,CASPER ST,BATON ROUGE,BATON ROUGE
931,CASTILE,CASTILE AVE,BATON ROUGE,BATON ROUGE
932,CASTILLE,CASTILLE RD,BATON ROUGE,PARISH
933,CASTLE HILL,CASTLE HILL DR,BATON ROUGE,PARISH
934,CASTLE KIRK,CASTLE KIRK DR,BATON ROUGE,BATON ROUGE
935,CASTLEBURY,CASTLEBURY DR,BATON ROUGE,BATON ROUGE
936,CASTLEDALE,E CASTLEDALE DR,GREENWELL SPRINGS,CENTRAL
16997,MERENS,MERENS LN,BATON ROUGE,PARISH
937,CASTLEDALE,N CASTLEDALE DR,GREENWELL SPRINGS,CENTRAL
938,CASTLE PLACE,CASTLE PLACE BLVD,"BAKER,ZACHARY",PARISH
939,CASTLE RIDGE,CASTLE RIDGE AVE,BATON ROUGE,PARISH
94,ACORN,ACORN ST,BATON ROUGE,BATON ROUGE
940,CASTLEWOOD,CASTLEWOOD DR,BATON ROUGE,BATON ROUGE
941,CATALINA,CATALINA AVE,BATON ROUGE,PARISH
942,CATALINA,E CATALINA DR,BATON ROUGE,PARISH
943,CATALPA,CATALPA DR,BATON ROUGE,BATON ROUGE
944,CATALPA,W CATALPA DR,BATON ROUGE,BATON ROUGE
945,CATE,CATE AVE,BATON ROUGE,BATON ROUGE
16998,CHAROLAIS,CHAROLAIS DR,BATON ROUGE,PARISH
947,CATHCART,CATHCART LN,ZACHARY,ZACHARY
948,CATHEDRAL,CATHEDRAL DR,BATON ROUGE,BATON ROUGE
949,CATHERINE,CATHERINE ST,BATON ROUGE,BATON ROUGE
95,ACRES,ACRES CT,BAKER,CENTRAL
950,CATILINE,CATILINE PL,BATON ROUGE,PARISH
951,CATO,CATO ST,BATON ROUGE,BATON ROUGE
952,CAYUGA,CAYUGA DR,BAKER,BAKER
953,CAVELIER,CAVELIER DR,BATON ROUGE,PARISH
16999,COMTOIS,COMTOIS CT,BATON ROUGE,PARISH
954,CEDAR,CEDAR AVE,BATON ROUGE,BATON ROUGE
955,CEDAR BEND,CEDAR BEND AVE,BATON ROUGE,BATON ROUGE
956,CEDARBROOK,CEDARBROOK DR,BATON ROUGE,PARISH
957,CEDAR CREEK,CEDAR CREEK DR,BATON ROUGE,PARISH
958,CEDAR GLEN,CEDAR GLEN DR,BATON ROUGE,PARISH
959,CEDAR GROVE,CEDAR GROVE DR,BATON ROUGE,PARISH
96,ADA,ADA ST,ZACHARY,ZACHARY
960,CEDAR KEY,CEDAR KEY AVE,BATON ROUGE,PARISH
961,CEDAR LAKE,CEDAR LAKE DR,BATON ROUGE,BATON ROUGE
962,CEDAR PARK,CEDAR PARK AVE,BATON ROUGE,PARISH
963,CEDAR RIDGE,CEDAR RIDGE AVE,BATON ROUGE,PARISH
964,CEDAR,CEDAR WAY,BATON ROUGE,BATON ROUGE
965,CEDAR LINE,CEDAR LINE DR,BATON ROUGE,PARISH
967,CEDARDALE,CEDARDALE AVE,BATON ROUGE,BATON ROUGE
968,CEDARLANE,CEDARLANE DR,BATON ROUGE,BATON ROUGE
97,ADAIR,ADAIR AVE,BAKER,BAKER
970,CEFALU,CEFALU DR,BATON ROUGE,PARISH
971,CELESTE,E CELESTE DR,BAKER,BAKER
972,CELESTIAL,CELESTIAL DR,BATON ROUGE,PARISH
973,CELIA,CELIA AVE,BATON ROUGE,PARISH
974,CENTENARY,CENTENARY DR,BATON ROUGE,BATON ROUGE
975,CENTER,CENTER ST,BAKER,BAKER
976,CENTER,CENTER CT,BATON ROUGE,PARISH
979,CENTERRA,CENTERRA CT,BAKER,CENTRAL
98,ADAMS,ADAMS AVE,BATON ROUGE,BATON ROUGE
980,CENTERWAY,CENTERWAY BLVD,BATON ROUGE,BATON ROUGE
981,CENTRAL,E CENTRAL AVE,ZACHARY,ZACHARY
982,CENTRAL,W CENTRAL AVE,ZACHARY,ZACHARY
984,CENTRAL PINE,CENTRAL PINE DR,CENTRAL,CENTRAL
985,CENTRAL,CENTRAL RD,BATON ROUGE,BATON ROUGE
986,CENTRAL WOODS,CENTRAL WOODS AVE,CENTRAL,CENTRAL
987,CENTURION,CENTURION AVE,BATON ROUGE,PARISH
988,CENTURY,CENTURY AVE,BATON ROUGE,BATON ROUGE
989,CEZANNE,CEZANNE AVE,BATON ROUGE,BATON ROUGE
99,ADAMS,ADAMS ST,BAKER,BAKER
990,CHABLIS,CHABLIS AVE,BATON ROUGE,PARISH
991,CHABLIS,CHABLIS CT,BATON ROUGE,PARISH
992,CHADSFORD,CHADSFORD AVE,BATON ROUGE,PARISH
993,CHAIRMAN,CHAIRMAN AVE,BATON ROUGE,PARISH
994,CHALET,CHALET CT,BATON ROUGE,BATON ROUGE
995,MISSY,MISSY CT,GREENWELL SPRINGS,CENTRAL
997,CHALEUR,CHALEUR DR,BAKER,BAKER
998,CHALFONT,N CHALFONT DR,BATON ROUGE,PARISH
999,CHALFONT,S CHALFONT DR,BATON ROUGE,PARISH
184,ANN,ANN DR,BATON ROUGE,BATON ROUGE
2001,GIBBENS,GIBBENS RD,BATON ROUGE,BATON ROUGE
2075,GORE,GORE RD,BATON ROUGE,BATON ROUGE
215,ARBUTUS,ARBUTUS AVE,BATON ROUGE,BATON ROUGE
2227,HARDING,HARDING BLVD,BATON ROUGE,BATON ROUGE
2415,HONEYCUTT,HONEYCUTT RD,BATON ROUGE,BATON ROUGE
2463,HYACINTH,HYACINTH AVE,BATON ROUGE,BATON ROUGE
2657,KENSINGTON,KENSINGTON DR,BATON ROUGE,BATON ROUGE
3127,MARGARET ANN,MARGARET ANN AVE,BATON ROUGE,BATON ROUGE
3183,MASON,MASON AVE,BATON ROUGE,BATON ROUGE
3236,MEAD,MEAD RD,BATON ROUGE,BATON ROUGE
3271,MENGEL,MENGEL RD,BATON ROUGE,"BATON ROUGE,PARISH"
331,BACON,BACON ST,BATON ROUGE,BATON ROUGE
3631,ONTARIO,ONTARIO ST,BATON ROUGE,BATON ROUGE
3768,PEAIRS,PEAIRS RD,"PRIDE,ZACHARY",PARISH
3971,PROFESSIONAL,PROFESSIONAL BLVD,BATON ROUGE,BATON ROUGE
4303,SAMOA,SAMOA AVE,BATON ROUGE,"BATON ROUGE,PARISH"
4419,SHAW CEMETERY,SHAW CEMETERY RD,ZACHARY,ZACHARY
4451,SHERWOOD FOREST,N SHERWOOD FOREST DR,BATON ROUGE,BATON ROUGE
5795,JOOR,N JOOR RD,ZACHARY,PARISH
6140,CENTRAL,CENTRAL THWY,"BATON ROUGE,CENTRAL,GREENWELL SPRINGS","BATON ROUGE,CENTRAL,PARISH"
