"Part","Type","Type","Brand","牌子","Model","Other Information","其他資料","Place of Manufacture","製造地點","Applicant","申請人","Telephone Number","Approval Expiry Date"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Sakura","櫻花","SG-270S","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2017-11-04"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Sakura","櫻花","SG-230S","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2017-11-30"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Sakura","櫻花","SG-200S","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2012-12-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Sakura","櫻花","SG-260S","STAINLESS STEEL TOP PANEL","不銹鋼面版","Taiwan, China","中國台灣","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2014-01-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Sakura","櫻花","SG-L8008","NOT APPLICABLE","不適用","Taiwan, China","中國台灣","Dah Chong Hong, Ltd.","大昌貿易行有限公司","2262 1690","2010-06-28"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Sakura","櫻花","SG-L880S","NOT APPLICABLE","不適用","Taiwan, China","中國台灣","Dah Chong Hong, Ltd.","大昌貿易行有限公司","2262 1690","2007-05-22"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Sakura","櫻花","SG-L880F","NOT APPLICABLE","不適用","Taiwan, China","中國台灣","Dah Chong Hong, Ltd.","大昌貿易行有限公司","2262 1690","2007-05-22"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Silver Star","銀星","PS-288S","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Perfect Gas Stoves Trading & Engineering Ltd.","金鋒爐具貿易工程有限公司","2528 2235","2008-04-27"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Taada","多田牌","GA020S","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2013-09-29"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Taada","多田牌","GA020SF","PAINTED METAL TOP PANEL","易潔面版","The People's Republic of China","中華人民共和國","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2013-09-29"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Taada","多田牌","GA022S","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2012-04-01"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Taada","多田牌","GA022SF","PAINTED METAL TOP PANEL","易潔面版","The People's Republic of China","中華人民共和國","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2012-04-01"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Taada","多田牌","GA0201S","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2021-12-29"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Triumphal","凱歌","TR-2636TW","GLASS TOP PANEL","玻璃面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2019-06-18"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Triumphal","凱歌","TR-6028","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Hibachi Gas Cooker Limited","氣霸爐具有限公司","2300 1357","2015-08-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Vatti","華帝","JZ20Y.2-0203HK","STAINLESS STEEL / PAINTED METAL TOP PANEL","不銹鋼 / 易潔面版","The People's Republic of China","中華人民共和國","Vatti (H.K.) Limited","華帝（香港）有限公司","2620 1389","2010-02-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Vatti","華帝","JZ20Y.2-0328HK","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Vatti (H.K.) Limited","華帝（香港）有限公司","2620 1389","2010-09-15"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Vatti","華帝","JZ20Y.2-973BR","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Vatti (H.K.) Limited","華帝（香港）有限公司","2620 1389","2008-05-19"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Vatti","華帝","JZ20Y.2-970BR","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Vatti (H.K.) Limited","華帝（香港）有限公司","2620 1389","2012-12-19"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Whampo","皇寶","WS-800","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Whampo Trading Limited","皇寶貿易有限公司","3565 6391","2019-10-21"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Whampo","皇寶","WS-250","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Whampo Trading Limited","皇寶貿易有限公司","3565 6391","2020-07-09"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners","雙頭爐","Whampo","皇寶","WS-200","STAINLESS STEEL TOP PANEL","不銹鋼面版","The People's Republic of China","中華人民共和國","Whampo Trading Limited","皇寶貿易有限公司","3565 6391","2021-01-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners with Grill","雙頭爐連烤爐","Harman Taada","多田","LW2212FR","NOT APPLICABLE","不適用","Japan","日本","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2004-12-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners with Grill","雙頭爐連烤爐","Harman Taada","多田","LG2012FR","NOT APPLICABLE","不適用","Japan","日本","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2004-12-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners with Grill","雙頭爐連烤爐","Harman Taada","多田","LW2205SFR","NOT APPLICABLE","不適用","Japan","日本","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2004-12-16"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners with Grill","雙頭爐連烤爐","Paloma","百樂滿","IC-4801F","NOT APPLICABLE","不適用","Japan","日本","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2007-12-09"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners with Grill","雙頭爐連烤爐","Panasonic","樂聲","GT-HLS3","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2008-11-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 2 Burners with Rice Cooker","雙頭爐連煮飯爐","Rinnai","林內","R-3HR","STAINLESS STEEL TOP PANEL","不銹鋼面版","Japan","日本","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2022-05-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 3 Burners , Electric Hotplate with Gill and Oven","三頭櫃爐,電熱板連焗爐及電烤爐","General Gas","將軍","52727316","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2012-05-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Electric Oven","四頭櫃爐連電焗爐","Ariston","愛朗","C65S P2 XB","NOT APPLICABLE","不適用","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2010-06-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Electric Oven","四頭櫃爐連電焗爐","Ariston","愛朗","CX 65S P2 XB","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2012-10-28"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Electric Oven","四頭櫃爐連電焗爐","Ariston","愛朗","CX 65S P1 (W)B","PAINTED METAL TOP PANEL","易潔面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2017-10-28"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Electric Oven","四頭櫃爐連電焗爐","Ariston","愛朗","CX 65S P1 (W) B S","PAINTED METAL TOP PANEL","易潔面版","Poland","波蘭","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2018-04-09"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Electric Oven","四頭櫃爐連電焗爐","Bertazzoni La Germania","耐而美","TU64C61DX-LPG","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Kelvin Electric Trading Co. Ltd.","嘉榮電器貿易有限公司","2421 1200","2019-02-27"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Electric Oven","四頭櫃爐連電焗爐","Indesit","依達時","K6T52S(X)I","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2014-03-30"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Electric Oven","四頭櫃爐連電焗爐","Indesit","依達時","K6T52S(W)/I","PAINTED METAL TOP PANEL","易潔面版","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2014-03-30"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Electric Oven and Electric Grill","四頭櫃爐連電焗爐及電烤爐","Ariston","愛朗","A6TMH2F (W) EX","PAINTED METAL TOP PANEL","易潔面版","Poland","波蘭","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2022-03-15"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven","四頭櫃爐連焗爐","Ariston","愛朗","C647PTB","NOT APPLICABLE","不適用","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2007-09-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven","四頭櫃爐連焗爐","Ariston","愛朗","C648PTX","NOT APPLICABLE","不適用","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2007-09-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven","四頭櫃爐連焗爐","Ariston","愛朗","C65S P1(W)B","NOT APPLICABLE","不適用","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2009-09-07"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven","四頭櫃爐連焗爐","Ariston","愛朗","C647PT.3B","NOT APPLICABLE","不適用","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2007-09-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven","四頭櫃爐連焗爐","Ariston","愛朗","C648PT.4XI","NOT APPLICABLE","不適用","Italy","意大利","General Appliance (H.K.) Ltd.","美奇（香港）有限公司","2898 0044","2007-09-24"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven","四頭櫃爐連焗爐","La Germania","耐而美","D64C21X/HK","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2017-04-18"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven","四頭櫃爐連焗爐","Meo","","MTYC554","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","The Hong Kong & China Gas Co., Ltd.","香港中華煤氣有限公司","2963 2216","2013-11-25"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Electric Grill","四頭櫃爐連焗爐及電烤爐","La Germania","耐而美","D98271X","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2011-12-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Electric Grill","四頭櫃爐連焗爐及電烤爐","La Germania","耐而美","D98271W","ENAMEL TOP PANEL","搪瓷面版","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2011-12-12"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","General Gas","將軍","52797406","PAINTED METAL TOP PANEL","易潔面版","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2012-05-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","General Gas","將軍","52727406","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2012-05-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","General Gas","將軍","5279-7-316","NOT APPLICABLE","不適用","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2005-07-04"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","General Gas","將軍","5272-7-316","NOT APPLICABLE","不適用","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2005-07-04"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","General Gas","將軍","5279-7-406","NOT APPLICABLE","不適用","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2005-07-04"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","General Gas","將軍","5272-7-406","NOT APPLICABLE","不適用","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2005-07-04"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","General Gas","將軍","CR6060GS","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2017-11-28"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","General Gas","將軍","CR6060GSA","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2019-04-01"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","La Germania","耐而美","D64C21X","NOT APPLICABLE","不適用","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2010-06-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","La Germania","耐而美","D64C21W","NOT APPLICABLE","不適用","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2010-06-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","La Germania","耐而美","L64C21X/HK","NOT APPLICABLE","不適用","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2008-06-02"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","La Germania","耐而美","L54021W/HK","NOT APPLICABLE","不適用","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2013-10-15"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 4 Burners with Oven and Grill","四頭櫃爐連焗爐及烤爐","La Germania","耐而美","L64C21W/HK","NOT APPLICABLE","不適用","Italy","意大利","Westwing Appliances Ltd.","威榮電業有限公司","2406 8663","2008-06-02"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 5 Burners with Electric Oven","五頭櫃爐連電焗爐","Bertazzoni La Germania","耐而美","TU95C61DX-LPG","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Kelvin Electric Trading Co. Ltd.","嘉榮電器貿易有限公司","2421 1200","2019-02-27"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 5 Burners with Oven and Grill","五頭櫃爐連焗爐及烤爐","General Gas","將軍","CR8050GSA","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2019-04-01"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 5 Burners with Oven and Grill","五頭櫃爐連焗爐及烤爐","General Gas","將軍","3579-7-506","NOT APPLICABLE","不適用","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2005-09-17"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 5 Burners with Oven and Grill","五頭櫃爐連焗爐及烤爐","General Gas","將軍","3572-7-506","NOT APPLICABLE","不適用","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2005-09-17"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 5 Burners with Oven and Grill","五頭櫃爐連焗爐及烤爐","General Gas","將軍","CR8050GS","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2017-11-28"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 5 Burners with Oven and Grill","五頭櫃爐連焗爐及烤爐","General Gas","將軍","35727506","PAINTED METAL TOP PANEL","易潔面版","Italy","意大利","Hong Kong L.P. Gas (Holdings) Ltd.","香港液體氣（集團）有限公司","2300 1210","2012-05-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Free Standing Hotplate 6 Burners with Electric Gill and Electric Oven","6頭櫃爐連烤爐及焗爐","Smeg","新美家","A1-5","STAINLESS STEEL TOP PANEL","不銹鋼面版","Italy","意大利","Great Treasure International Ltd.","長富國際有限公司","2721 7449","2011-05-11"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Open-flued (fanned draught) gas water heater","普通煙道式（機動排煙）氣體熱水爐","Harman Taada","多田","YS1000SU","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2007-07-21"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Open-flued (fanned draught) gas water heater","普通煙道式（機動排煙）氣體熱水爐","Harman Taada","多田","YS1015SU","NOT APPLICABLE","不適用","Japan","日本","The Union Gas Appliances (Holdings) Ltd.","聯邦爐具（集團）有限公司","2811 8891","2005-04-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Rice Cooker","飯煲","Paloma","百樂滿","PR-200DF","NOT APPLICABLE","不適用","Japan","日本","Energy Trading Company Limited","安力貿易有限公司","2262 4138","2010-02-20"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Barusco","伯樂","BS-12LL","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","Nasim Engineering Trading Co.","立信工程貿易公司","2961 4511","2016-01-13"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Cellini","徹里尼","CWH16B/LP","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2010-09-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Cellini","徹里尼","CWH12B/LP","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","Gilman Group Limited","太平洋行國際有限公司","2418 3272","2010-09-05"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","CGS","","CW-1101TF","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","Crown Gas Stoves (Holdings) Company Limited","皇冠爐具（集團）有限公司","2382 8431","2019-07-17"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","CGS","","CW-1101RF","BACK FLUE","背出煙道","The People's Republic of China","中華人民共和國","Crown Gas Stoves (Holdings) Company Limited","皇冠爐具（集團）有限公司","2382 8431","2019-06-25"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Crown","皇冠牌","WH-S10TF2","TOP FLUE","頂出煙道","The People's Republic of China","中華人民共和國","Crown Gas Stoves Co., Ltd.","皇冠爐具有限公司","2541 2971","2013-02-19"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Crown","皇冠牌","WH-V8TF","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Crown Gas Stoves Co., Ltd.","皇冠爐具有限公司","2541 2971","2008-01-28"
"Part 5 – Approved Domestic Gas Appliances which have not been revalidated for renewal of approval, after the expiry of 5-year approval period","Room-sealed (fanned draught) gas water heater","密封式（機動排煙）氣體熱水爐","Crown","皇冠牌","WH-V11BF","NOT APPLICABLE","不適用","The People's Republic of China","中華人民共和國","Crown Gas Stoves Co., Ltd.","皇冠爐具有限公司","2541 2971","2008-01-28"
