SCHEDULE NUMBER,NEGOTIATION NUMBER,BLANK1,COMPANY IDENTIFYING INFORMATION ,SIC Code,BLANK2,SIC Code,SIC Code,BLANK3,TYPE OF BARGAINING UNIT,BLANK4,REGIONAL OR STATE,BLANK5,LOCATION,BLANK6,UNION,BLANK7,UNION CODE,BLANK8,NUMBER OF EMPLOYEES,BLANK9,NEGOTIATION DATE,BLANK10,AGREEMENT EFFECTIVE DATE,BLANK11,NEW EXPIRATION DATE,BLANK12,REOPENING DATE,BLANK13,ESCALATOR OVERALL CONTROL,INDEX CODE,BLANK14,TYPE OF ESCALATOR CLAUSE,MINIMUM AND/OR MAXIMUM CODE,BLANK15,CPI BASE YEAR,BLANK16,CPI FORMULA,BLANK17,DATE OF FIRST COST-OF-LIVING REVIEW,BLANK18,DATE OF LAST COST-OF-LIVING REVIEW,BLANK19,WORK STOPPAGE BEGINNING DATE,BLANK20,WORK STOPPAGE ENDING DATE
37045,56,,BELL HELICOPTER,50,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,TEXAS,,"TX,FORT WORTH",,AUTO WORKERS,,AUTO WORKERS,,4000,,6/29/87,,6/29/87,,6/10/90,,,,CHANGE IN COLA CLAUSE DECREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,9/21/87,,3/21/90,,6/8/87,,6/29/87
37045,57,,BELL HELICOPTER   K  4050,50,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,TEXAS,,"TX,FORT WORTH",,AUTO WORKERS,,GRAIN MILLERS,,2800,,6/10/90,,6/11/90,,6/13/93,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,6/11/90,,3/11/93,,,,
37045,58,,BELL HELICOPTER TEXTRON INC K 4050,50,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,TEXAS,,"TX,FORT WORTH",,AUTO WORKERS,,AUTO WORKERS,,2585,,6/13/93,,6/14/93,,6/9/96,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,9/11/93,,3/16/96,,,,
37046,51,,HAYES INTERNATIONAL CORP,,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,ALABAMA,,AL BIRMINGHAM,,AUTO WORKERS,,AUTO WORKERS,,2800,,4/1/71,,4/1/71,,3/30/74,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"FEBRUARY, MAY, AUGUST, AND NOVEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,5/1/71,,2/1/74,,,,
37046,52,,HAYES INTERNATIONAL CORP,,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,ALABAMA,,"AL,BIRMINGHAM",,AUTO WORKERS,,AUTO WORKERS,,1600,,4/22/74,,4/22/74,,4/21/77,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"FEBRUARY, MAY, AUGUST, AND NOVEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,8/1/74,,2/1/77,,,,
37046,53,,HAYES INTERNATIONAL CORP,,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,ALABAMA,,AL BIRMINGHAM,,AUTO WORKERS,,AUTO WORKERS,,1400,,6/1/77,,6/1/77,,4/21/80,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"FEBRUARY, MAY, AUGUST, AND NOVEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,8/1/77,,2/1/80,,4/25/77,,6/1/77
37046,54,,HAYES INTERNATIONAL CORP,50,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,ALABAMA,,"AL,BIRMINGHAM",,AUTO WORKERS,,AUTO WORKERS,,2100,,6/1/80,,6/1/80,,5/31/83,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"FEBRUARY, MAY, AUGUST, AND NOVEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,8/1/80,,2/1/83,,,,
37046,56,,PEMCO (FMLY HAYES INT'L--CITY INVESTING),50,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,ALABAMA,,"AL,BIRMINGHAM",,AUTO WORKERS,,AUTO WORKERS,,2050,,9/17/86,,9/17/86,,9/17/89,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"FEBRUARY, MAY, AUGUST, AND NOVEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,8/1/87,,5/1/89,,7/15/86,,9/17/86
37046,57,,PEMCO AEROPLEX,50,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,ALABAMA,,"AL,BIRMINGHAM",,AUTO WORKERS,,AUTO WORKERS,,1350,,1/17/90,,1/17/90,,7/16/93,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"FEBRUARY, MAY, AUGUST, AND NOVEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,2/1/90,,5/1/93,,9/21/89,,1/16/90
37046,58,,PEMCO AEROPLEX   K 4077,50,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,ALABAMA,,"AL,BIRMINGHAM",,AUTO WORKERS,,AUTO WORKERS,,1300,,7/11/93,,7/17/93,,7/16/96,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"FEBRUARY, MAY, AUGUST, AND NOVEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,11/1/93,,5/1/96,,,,
37051,51,,LTV AEROSPACE CORP,,,Transportation Equipment,29,,"SINGLE PLANT, ONE COMPANY",,TEXAS,,TX DALLAS,,AUTO WORKERS,,AUTO WORKERS,,5700,,1/13/72,,12/18/71,,10/15/74,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,COMBINATION OF 20 AND 01,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,10/16/72,,10/15/74,,,,
37051,52,,VOUGHT CORP,,,Transportation Equipment,29,,"SINGLE PLANT, ONE COMPANY",,TEXAS,,"TX,DALLAS",,AUTO WORKERS,,AUTO WORKERS,,5000,,12/12/74,,10/21/74,,10/17/77,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/6/75,,10/6/77,,,,
37051,53,,VOUGHT CORP,,,Transportation Equipment,28,,"SINGLE PLANT, ONE COMPANY",,TEXAS,,TX DALLAS,,AUTO WORKERS,,AUTO WORKERS,,3500,,3/4/78,,3/1/78,,3/1/81,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,4/17/78,,1/17/81,,,,
37051,54,,VOUGHT CORP,50,,Transportation Equipment,28,,"SINGLE PLANT, ONE COMPANY",,TEXAS,,"TX,DALLAS",,AUTO WORKERS,,AUTO WORKERS,,3500,,3/1/81,,3/2/81,,3/4/84,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,4/13/81,,1/13/84,,,,
37051,55,,VOUGHT CORP.,50,,Transportation Equipment,28,,"SINGLE PLANT, ONE COMPANY",,TEXAS,,"TX,DALLAS",,AUTO WORKERS,,AUTO WORKERS,,3600,,7/3/85,,6/30/85,,6/30/88,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,4/7/87,,4/7/88,,,,
37051,56,,LTV CORP,50,,Transportation Equipment,20,,"SINGLE PLANT, ONE COMPANY",,TEXAS,,"TX,GRAND PRAI",,AUTO WORKERS,,AUTO WORKERS,,4900,,6/20/88,,6/20/88,,3/1/92,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,7/13/88,,1/13/92,,,,
37051,57,,VOUGHT AIRCRAFT CO (FMLY LTV AERO & DEF),50,,Transportation Equipment,21,,"SINGLE PLANT, ONE COMPANY",,TEXAS,,TX,,AUTO WORKERS,,AUTO WORKERS,,4700,,3/2/92,,3/2/92,,3/2/97,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,4/15/92,,1/15/97,,,,
37065,51,,BORG-WARNER CORP WARNER GEAR DIV,,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,IN MUNCIE,,AUTO WORKERS,,AUTO WORKERS,,3100,,2/1/71,,11/1/70,,3/4/74,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,ANNUAL IN DECEMBER,NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,12/6/71,,12/6/73,,,,
37065,52,,BORG-WARNER CORP WARNER GEAR DIV,,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,IN MUNCIE,,AUTO WORKERS,,TEAMSTERS-TEXTILE PROCESSORS,,2800,,3/18/74,,3/18/74,,3/17/77,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,7/1/74,,1/1/77,,,,
37065,53,,BORG-WARNER CORP WARNER GEAR DIV,,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,IN MUNCIE,,AUTO WORKERS,,AUTO WORKERS,,1700,,1/10/77,,1/10/77,,3/17/80,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,4/1/77,,1/1/80,,,,
37065,54,,BORG-WARNER CORP WARNER GEAR DIV,50,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,MUNCIE",,AUTO WORKERS,,AUTO WORKERS,,2000,,3/31/80,,3/31/80,,3/5/83,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,Unknown or Other,,AT&T OR OTHER FORMULAS,,4/7/80,,1/7/83,,,,
37065,55,,BORG-WARNER CORP WARNE GEAR DIV,50,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,MUNCIE",,AUTO WORKERS,,AUTO WORKERS,,1600,,3/6/83,,3/6/83,,9/6/86,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/1/86,,7/1/86,,,,
37065,56,,BORG-WARNER CORP.,50,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,MUNCIE",,AUTO WORKERS,,AUTO WORKERS,,2250,,9/7/86,,9/7/86,,9/7/89,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/1/89,,7/1/89,,,,
37065,57,,BORG-WARNER CORP  K 4005,50,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,MUNCIE",,AUTO WORKERS,,AUTO WORKERS,,1700,,10/29/89,,11/1/89,,9/12/92,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,1/1/90,,7/1/92,,9/7/89,,10/29/89
37065,58,,BORG-WARNER CORP K 4005,50,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,MUNCIE",,AUTO WORKERS,,AUTO WORKERS,,1600,,9/27/90,,9/27/90,,3/11/95,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/1/90,,1/1/95,,,,
37065,59,,BORG WARNER CORP K 4005,50,,Transportation Equipment,14,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,MUNCIE",,AUTO WORKERS,,AUTO WORKERS,,1800,,3/11/95,,3/12/95,,3/11/98,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,4/1/95,,1/1/98,,,,
37083,58,,TRW INC         K 4092,50,,Transportation Equipment,24,,"MULTIPLANT, ONE COMPANY",,OHIO,,"OH,CLEVELAND",,AUTO WORKERS,,AUTO WORKERS,,707,,5/3/92,,5/3/92,,3/31/97,,,,,,,,,,,,,,,,,,,,
37086,51,,JEEP CORP,,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,OHIO,,OH TOLEDO,,AUTO WORKERS,,AUTO WORKERS,,4100,,2/1/71,,2/1/71,,1/31/74,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,3/1/71,,12/1/73,,,,
37086,52,,JEEP CORP,,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,OHIO,,OH TOLEDO,,AUTO WORKERS,,AUTO WORKERS,,5100,,2/1/74,,2/1/74,,1/31/77,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,3/6/74,,12/6/76,,,,
37086,53,,JEEP CORP,,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,OHIO,,OH TOLEDO,,AUTO WORKERS,,AUTO WORKERS,,4600,,2/7/77,,2/7/77,,1/31/80,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,6/6/77,,9/6/79,,2/1/77,,2/7/77
37086,54,,JEEP CORP,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,OHIO,,"OH,TOLEDO",,AUTO WORKERS,,AUTO WORKERS,,5750,,2/17/80,,2/1/80,,1/31/83,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,6/6/80,,12/1/81,,,,
37086,55,,JEEP CORP,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,OHIO,,"OH,TOLEDO",,AUTO WORKERS,,ALLIED WORKERS,,5750,,4/25/82,,4/25/82,,1/31/85,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,"BALTIMORE, MARYLAND - CPI-W",,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,9/1/83,,6/1/84,,,,
37086,56,,JEEP CORP.,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,OHIO,,"OH,TOLEDO",,AUTO WORKERS,,AUTO WORKERS,,6000,,2/11/85,,2/11/85,,1/31/88,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/1/85,,9/1/87,,,,
37086,57,,JEEP/CHRYSLER,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,OHIO,,"OH,TOLEDO",,AUTO WORKERS,,AUTO WORKERS,,5800,,11/9/87,,11/1/87,,9/14/92,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/1/88,,6/19/92,,,,
37086,58,,CHRYSLER JEEP,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,OHIO,,"OH,TOLEDO",,AUTO WORKERS,,AUTO WORKERS,,4400,,9/15/91,,9/15/91,,9/14/97,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,AT&T OR OTHER FORMULAS,,3/1/92,,6/1/97,,,,
37088,51,,AM GENERAL CORP FORMERLY KAISER JEEP CORP,,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,IN SO BEND,,AUTO WORKERS,,AUTO WORKERS,,1700,,7/1/70,,7/1/70,,6/30/73,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,9/3/70,,6/3/73,,,,
37088,52,,AM GENERAL CORP,,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,IN SO BEND,,AUTO WORKERS,,AUTO WORKERS,,1200,,7/1/73,,7/1/73,,6/30/76,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,9/3/73,,6/3/76,,,,
37088,53,,AM GENERAL CORP,,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,SO BEND",,AUTO WORKERS,,AUTO WORKERS,,1500,,7/1/76,,7/1/76,,6/30/79,,,,"CLAUSE CONTINUED BUT CHANGED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,9/6/76,,6/9/79,,,,
37088,54,,AM GENERAL CORP,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,SO BEND",,AUTO WORKERS,,AUTO WORKERS,,1500,,7/1/79,,7/1/79,,6/30/82,,,,CHANGE IN COLA CLAUSE NO EFFECT ON WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"MARCH, JUNE, SEPTEMBER, AND DECEMBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,9/1/79,,6/1/82,,,,
37088,55,,AM GENERAL CORP,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,SO BEND",,AUTO WORKERS,,AUTO WORKERS,,1350,,7/28/82,,7/1/82,,6/30/85,,,,CHANGE IN COLA CLAUSE INCREASING WAGE ADJUSTMENT,U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/4/82,,4/4/85,,7/1/82,,7/28/82
37088,56,,AM GENERAL CORP.            K 4154,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,SO BEND",,AUTO WORKERS,,AUTO WORKERS,,1000,,8/9/85,,7/1/85,,6/30/88,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/6/85,,4/6/88,,7/25/85,,8/9/85
37088,57,,LTV / AM GENERAL DIV,50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,SO BEND",,AUTO WORKERS,,AUTO WORKERS,,1450,,9/26/88,,7/1/88,,8/11/91,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/3/88,,7/1/91,,,,
37088,58,,AM GENERAL CORP (FMLY LTV GEN DIV),50,,Transportation Equipment,11,,"SINGLE PLANT, ONE COMPANY",,INDIANA,,"IN,MISHAWAKA",,AUTO WORKERS,,AUTO WORKERS,,900,,7/28/91,,7/29/91,,8/7/94,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",NO MINIMUM OR MAXIMUM ADJUSTMENT,,1967 = 100,,1 CENT FOR EACH 0.3 PT. CHANGE,,10/7/91,,7/7/94,,,,
37093,51,,HOWMET CORP,,,Transportation Equipment,29,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,MI,,AUTO WORKERS,,AUTO WORKERS,,1700,,3/31/72,,3/31/72,,3/30/75,,,,,,,,,,,,,,,,,,,,
37093,52,,HOWMET CORP,,,Transportation Equipment,29,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,"MI,WHITEHALL",,AUTO WORKERS,,AUTO WORKERS,,3000,,4/1/75,,4/1/75,,4/2/78,,,,"CLAUSE ESTABLISHED, CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",BOTH MINIMUM AND MAXIMUM,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,7/1/76,,4/1/78,,,,
37093,53,,HOWMET CORP,,,Transportation Equipment,28,,"MULTIPLANT, ONE COMPANY",,MICHIGAN,,MI WHITEHALL,,AUTO WORKERS,,AUTO WORKERS,,1500,,7/1/78,,7/1/78,,6/1/81,,,,"CLAUSE CONTINUED UNCHANGED (including incorporation of float or change in base), CODE ALL SUBFIELDS",U.S. CITY AVERAGE.- CPI-W,,"JANUARY, APRIL, JULY, AND OCTOBER",BOTH MINIMUM AND MAXIMUM,,1957-59 = 100,,1 CENT FOR EACH 0.4 PT. CHANGE,,10/1/78,,4/1/81,,4/1/78,,7/1/78
